DATE TIME (UTC),MMSI,LATITUDE,LONGITUDE,COURSE,SPEED,HEADING,IMO,NAME,CALLSIGN,AISTYPE,A,B,C,D,DRAUGHT,DESTINATION,ETA
2016-04-14 16:01:58,538005838,36.64260,16.71692,322.8,20.1,511,9708837,AL MURABBA,V7HK9,71,140,228,20,31,11.9,EG PSE>IT SPE,04-16 00:00
2016-04-14 16:03:52,256684000,37.64546,16.56561,106.4,7.4,511,8511914,ANDRE-MICHEL 1,9HAK9,79,64,15,7,4,3.3,NEMRUT,04-17 12:00
2016-04-14 16:04:07,271000654,36.47383,17.44433,268.0,12.5,511,9238076,YIGITCAN A,TCTP,71,11,145,12,12,9.0,CAGLIARI,04-15 21:59
2016-04-14 16:04:14,255805623,37.53460,17.24311,284.0,16.5,511,9236274,PACUL,CQFV,71,120,29,10,13,7.8,NAPLES,04-15 11:00
2016-04-14 16:04:39,256247000,37.52497,16.72633,109.0,10.8,511,9369928,FETEKOZ,9HA3865,89,80,25,10,7,6.9,BEIRUT,04-18 12:00
2016-04-14 16:05:53,538005381,37.62700,16.91849,104.9,12.1,511,9319868,CANOPUS,V7DF6,72,126,14,12,8,7.2,BURGAS,04-17 23:59
2016-04-14 16:46:02,220530000,36.40456,17.62330,272.0,11.5,511,9431264,KIRSTEN MAERSK,OYDH2,89,146,37,14,13,11.7,LAVERA,04-17 10:00
2016-04-14 17:00:45,229632000,37.68278,17.68459,231.6,12.9,511,9669653,CIELO DI GAETA,9HA3467,89,148,35,8,24,9.1,BRUNSBUTTEL,04-23 16:00
2016-04-14 17:01:00,256684000,37.61607,16.69460,112.4,7.1,511,8511914,ANDRE-MICHEL 1,9HAK9,79,64,15,7,4,3.3,NEMRUT,04-17 12:00
2016-04-14 17:02:52,538005381,37.57543,17.14417,110.5,12.4,511,9319868,CANOPUS,V7DF6,72,126,14,12,8,7.2,BURGAS,04-17 23:59
2016-04-14 17:03:27,247238700,37.35703,17.96805,282.0,11.3,511,9404637,LEALE,ICIQ,80,0,112,0,17,6.0,LIVORNO,04-16 12:00
2016-04-14 17:03:52,226276000,36.76717,17.07150,244.0,7.5,511,9369265,BUCKINGHAM,FMFY,52,14,8,6,6,3.0,VALLETTA,04-15 12:30
2016-04-14 17:04:03,220530000,36.40642,17.54513,271.0,11.7,511,9431264,KIRSTEN MAERSK,OYDH2,89,146,37,14,13,11.7,LAVERA,04-17 10:00
